sample_id,altura_t1_cm,temp_t1_c,precipitacao_t1_mm,umidade_t1_pct,altura_t2_cm,temp_t2_c,precipitacao_t2_mm,umidade_t2_pct,temp_futuro_2d_c,precipitacao_futuro_2d_mm,umidade_futuro_2d_pct,crescimento_passado_2d_cm,crescimento_futuro_2d_cm
S04084,63.032,18.51,0.0,54.45,63.268,31.62,0.0,79.14,26.64,4.39,83.49,0.236,0.4
S01889,76.927,16.67,0.0,77.35,77.067,24.13,15.35,61.56,27.61,3.3,77.05,0.14,0.236
S07917,63.151,21.0,0.0,80.83,63.463,18.68,14.34,64.91,21.44,0.89,68.26,0.312,0.171
S03137,58.594,27.16,25.34,74.54,59.082,16.79,0.0,55.46,22.1,9.27,83.02,0.488,0.351
S07240,65.774,22.11,22.39,88.42,66.255,24.85,0.0,77.81,24.9,35.48,77.61,0.481,0.626
S03136,67.011,21.8,0.0,76.93,67.165,25.65,0.0,77.98,24.78,1.82,80.02,0.154,0.336
S00873,73.66,17.64,0.0,64.91,73.703,19.72,0.0,78.82,21.65,5.43,58.96,0.043,0.099
S07814,42.794,17.1,8.35,61.41,43.252,19.6,0.0,65.14,26.35,10.87,65.59,0.458,0.482
S02746,56.687,19.28,0.0,83.69,56.968,19.03,3.7,68.11,18.46,2.06,64.06,0.281,0.131
S01227,67.833,21.3,0.0,81.66,68.043,21.7,0.0,75.49,19.1,0.0,69.39,0.21,0.112
S07026,52.368,23.78,15.53,88.64,52.796,20.74,0.0,78.43,22.16,1.58,66.62,0.428,0.296
S07842,66.162,15.63,0.0,49.0,66.187,20.52,4.07,79.02,21.44,6.53,59.64,0.025,0.078
S04734,58.58,24.48,0.0,72.14,58.846,29.72,0.0,71.39,22.5,0.0,68.11,0.266,0.23
S01643,69.394,22.41,0.3,62.25,69.431,18.33,0.5,65.57,21.15,4.08,76.4,0.037,0.14
S09584,68.207,22.99,0.0,58.79,68.354,22.19,0.0,77.14,24.59,6.07,60.22,0.147,0.267
S02243,57.356,24.66,0.0,77.66,57.677,28.12,0.0,87.63,21.65,0.19,76.64,0.321,0.309
S02022,61.432,25.32,2.72,53.17,61.619,25.0,0.0,77.78,22.1,2.36,67.65,0.187,0.162
S09087,52.284,25.38,0.0,73.54,52.58,24.74,0.0,73.5,26.9,10.64,79.02,0.296,0.492
S05864,82.171,17.26,0.0,71.67,82.384,21.08,0.0,81.76,23.38,14.98,71.6,0.213,0.278
S00048,59.345,25.06,0.0,75.11,59.682,22.93,9.66,79.46,24.8,0.0,78.17,0.337,0.265
S06948,54.68,23.17,0.79,60.55,54.952,23.35,17.04,79.0,24.15,1.73,78.07,0.272,0.33
S00900,62.914,24.3,0.0,69.6,63.129,28.89,0.7,76.01,23.79,3.04,63.65,0.215,0.343
S00287,61.558,18.69,0.0,73.94,61.931,19.47,2.06,70.01,21.3,3.06,63.7,0.373,0.252
S09226,65.878,21.46,0.0,82.17,65.997,21.42,0.0,60.29,23.87,5.56,54.56,0.119,0.122
S03130,51.279,25.4,8.58,75.36,52.106,19.45,0.0,52.66,21.47,18.75,73.53,0.827,0.527
S00644,60.399,28.11,0.0,60.69,60.619,24.38,0.0,73.38,21.14,2.39,66.47,0.22,0.216
S04489,63.982,21.6,0.0,79.8,64.167,20.12,0.0,74.4,22.69,0.0,62.91,0.185,0.112
S02170,62.56,22.11,0.0,75.97,62.79,20.86,0.0,70.61,18.74,0.0,52.28,0.23,0.139
S06507,67.582,24.05,0.0,71.83,67.829,18.44,0.0,68.36,24.08,17.92,70.33,0.247,0.315
S01660,74.119,15.58,0.0,67.38,74.201,19.82,0.0,74.92,23.34,0.0,71.63,0.082,0.113
S02806,70.712,19.84,0.0,64.7,70.826,21.55,0.0,66.12,20.72,5.32,78.38,0.114,0.209
S05646,64.882,28.19,0.0,69.5,65.12,20.59,0.0,66.88,25.53,3.49,70.63,0.238,0.345
S05273,68.826,25.7,0.06,75.05,69.068,19.63,0.0,45.23,24.43,0.43,63.35,0.242,0.213
S03335,65.172,17.25,4.57,69.56,65.385,27.68,27.23,78.53,23.29,0.79,78.44,0.213,0.21
S03581,62.249,26.3,0.0,81.13,62.549,18.73,0.0,73.06,23.8,0.1,83.39,0.3,0.333
S00787,68.832,25.08,0.0,62.65,68.961,27.79,6.25,79.95,23.58,5.02,77.58,0.129,0.2
S04435,58.753,24.41,0.0,74.89,59.016,26.32,0.0,70.49,25.07,1.22,65.46,0.263,0.237
S07225,62.236,22.89,2.78,69.49,62.533,27.24,0.0,64.11,23.48,32.92,66.49,0.297,0.534
S09435,47.978,27.43,3.39,67.81,48.358,25.87,0.64,82.02,19.34,0.0,76.19,0.38,0.297
S05281,50.015,25.05,0.0,69.63,50.342,22.65,0.0,68.04,26.44,1.88,75.23,0.327,0.444
S04483,66.657,25.23,16.85,81.26,67.243,27.37,0.0,65.21,25.45,9.42,72.91,0.586,0.253
S09337,59.582,23.84,0.0,72.13,59.815,19.6,0.0,63.14,20.68,0.0,69.79,0.233,0.142
S09258,62.882,22.06,0.0,62.78,63.089,17.74,2.17,73.51,23.48,1.07,59.4,0.207,0.176
S01350,68.811,25.17,0.0,64.15,68.901,31.16,0.0,67.14,25.52,7.24,68.01,0.09,0.265
S08423,69.78,25.04,0.0,69.76,70.016,24.23,23.79,78.46,21.06,4.65,64.56,0.236,0.147
S09869,78.345,26.75,15.89,65.59,78.614,18.06,3.03,60.63,24.74,10.03,63.41,0.269,0.206
S01448,75.073,23.72,0.0,79.45,75.478,22.71,0.0,65.41,26.07,0.65,76.91,0.405,0.195
S01210,60.97,23.15,0.31,56.59,61.406,18.07,13.27,68.82,22.36,3.97,63.65,0.436,0.21
S04410,58.819,22.36,0.0,86.45,59.072,26.07,0.0,83.43,23.3,3.06,79.99,0.253,0.259
S07283,51.093,27.1,5.16,66.91,51.389,19.23,10.98,77.77,21.06,0.0,69.13,0.296,0.289
S02881,67.052,22.75,2.23,56.01,67.23,26.41,0.0,82.48,21.0,0.87,71.84,0.178,0.208
S02969,57.428,25.82,1.25,71.9,57.692,18.92,0.0,61.88,24.07,1.51,76.14,0.264,0.223
S09993,52.868,28.85,0.0,60.63,53.212,12.82,1.77,58.14,18.91,0.0,74.62,0.344,0.159
S03410,74.029,22.29,0.0,67.39,74.14,23.92,0.0,73.95,22.15,2.16,65.34,0.111,0.156
S09770,68.434,25.26,0.0,74.31,68.633,26.46,0.0,72.28,24.27,25.41,62.39,0.199,0.463
S05286,52.902,24.75,0.0,78.14,53.29,27.25,0.0,70.98,20.36,1.19,73.96,0.388,0.329
S05104,58.258,21.43,0.0,81.61,58.608,15.42,0.0,51.65,26.39,3.78,66.52,0.35,0.338
S05766,58.18,22.29,0.0,67.33,58.414,19.13,0.0,72.89,24.53,0.74,71.36,0.234,0.244
S06825,51.621,29.24,18.35,84.03,52.169,21.3,5.32,60.42,21.04,0.0,58.96,0.548,0.224
S04628,62.68,24.78,35.0,85.93,63.322,12.89,0.0,75.6,23.92,5.06,62.4,0.642,0.218
S08222,62.78,17.22,0.0,59.96,62.932,27.09,0.0,75.28,16.45,19.48,71.99,0.152,0.338
S09575,61.715,26.72,0.0,61.19,62.052,15.33,0.0,68.78,22.73,6.42,62.06,0.337,0.275
S03093,64.05,22.72,2.55,71.03,64.365,17.35,6.45,64.06,24.99,2.02,66.7,0.315,0.248
S01167,75.0,17.86,0.52,63.27,75.015,26.78,0.37,61.46,23.5,0.0,69.66,0.015,0.226
S00744,59.239,25.75,0.0,64.85,59.493,31.77,2.33,57.58,23.44,11.8,81.93,0.254,0.39
S03924,49.076,20.41,0.0,55.17,49.294,25.28,0.0,75.45,21.68,0.0,73.28,0.218,0.289
S07651,64.683,25.6,1.08,83.88,64.886,25.39,0.0,54.75,20.55,18.14,71.86,0.203,0.416
S02144,61.286,21.6,0.91,59.29,61.613,25.07,0.0,66.13,20.7,0.69,76.53,0.327,0.197
S07656,63.015,27.66,14.15,61.79,63.414,26.29,0.0,66.31,24.22,0.11,55.07,0.399,0.188
S01576,76.694,20.35,0.0,69.13,76.899,17.76,0.0,58.24,17.69,4.6,88.34,0.205,0.136
S05130,58.011,20.91,0.0,70.08,58.356,15.52,0.0,79.34,23.33,20.67,64.99,0.345,0.358
S07148,59.124,26.96,0.79,72.83,59.421,30.48,3.86,73.16,24.3,23.9,71.02,0.297,0.515
S01402,58.199,27.01,0.0,77.27,58.46,19.8,0.0,81.77,23.12,6.14,70.81,0.261,0.369
S01286,58.253,15.52,0.0,61.57,58.379,22.13,0.0,72.61,24.86,0.0,71.8,0.126,0.238
S00493,67.178,29.18,28.09,83.94,67.817,21.62,0.0,57.97,23.32,3.36,62.82,0.639,0.199
S09212,52.762,27.89,6.41,62.22,53.18,20.72,0.0,60.52,22.91,0.0,65.68,0.418,0.315
S00884,54.039,21.41,11.15,70.73,54.375,18.3,7.57,75.84,24.68,0.0,58.39,0.336,0.177
S03843,60.744,24.72,0.0,76.93,61.088,21.62,2.68,75.04,24.13,18.59,79.61,0.344,0.458
S00249,48.949,26.36,0.0,74.97,49.364,23.03,0.0,81.83,27.25,28.19,87.95,0.415,0.771
S07011,67.809,24.83,0.0,76.55,68.054,21.05,0.0,66.41,21.95,0.0,65.31,0.245,0.182
S05127,71.577,26.12,0.0,71.23,71.733,21.07,0.0,59.36,19.11,0.0,62.44,0.156,0.084
S08439,56.085,20.52,0.0,77.03,56.342,21.01,0.0,84.28,19.85,8.7,67.75,0.257,0.255
S04573,63.357,26.4,1.18,89.67,63.576,18.42,0.0,72.61,18.32,0.0,68.96,0.219,0.111
S02805,69.24,21.22,0.32,72.44,69.411,15.37,0.0,56.99,21.85,3.02,65.1,0.171,0.216
S00735,57.738,26.39,0.8,78.42,58.119,21.43,0.0,79.99,23.06,2.59,67.81,0.381,0.275
S07874,55.852,15.85,0.0,72.1,56.115,23.92,0.0,64.05,26.01,13.87,66.84,0.263,0.439
S02906,57.918,24.6,0.0,79.04,58.126,16.99,0.0,77.03,25.4,3.92,76.54,0.208,0.373
S04246,65.579,18.06,0.0,61.36,65.716,23.41,6.47,74.27,20.26,9.49,73.84,0.137,0.251
S06625,56.986,24.86,0.0,67.08,57.223,22.51,0.0,76.55,21.85,24.25,75.78,0.237,0.531
S04647,59.934,22.53,0.0,66.06,60.089,26.99,0.0,62.55,22.09,10.66,65.79,0.155,0.378
S07984,77.873,19.87,0.0,69.98,77.943,23.92,0.0,60.81,27.49,0.0,72.14,0.07,0.232
S04415,71.873,23.39,0.0,78.22,72.015,17.69,0.0,77.61,22.31,6.1,81.35,0.142,0.208
S00925,48.207,25.88,0.0,74.8,48.471,25.43,10.97,63.93,28.34,0.04,54.65,0.264,0.372
S07332,62.662,18.46,15.0,77.35,62.93,19.84,0.0,69.79,25.07,9.14,64.04,0.268,0.301
S02943,62.11,24.97,0.0,71.26,62.47,19.58,0.0,68.08,19.75,9.89,62.34,0.36,0.179
S00017,48.006,25.08,0.0,80.1,48.43,25.92,0.0,77.5,28.79,3.03,68.05,0.424,0.383
S01836,67.902,24.37,29.48,63.64,68.43,24.25,6.34,93.17,24.17,0.0,73.16,0.528,0.238
S06332,71.718,19.19,0.0,82.39,71.78,23.93,0.0,72.22,22.13,0.0,64.12,0.062,0.019
S03822,68.094,25.09,0.23,81.93,68.363,24.1,1.18,76.18,24.55,2.42,70.24,0.269,0.225
S08866,63.163,20.92,5.82,74.76,63.48,21.68,0.0,73.89,25.13,0.0,75.83,0.317,0.259
S09827,70.513,17.3,0.0,72.58,70.565,20.33,0.0,80.34,19.39,0.0,66.31,0.052,0.036
S01921,77.957,20.37,2.13,73.54,78.089,30.16,0.0,65.07,23.12,7.16,77.88,0.132,0.149
S05380,73.452,18.2,6.14,64.73,73.582,16.19,0.0,72.17,22.95,0.0,84.13,0.13,0.21
S09577,66.757,24.12,0.0,73.55,66.879,23.35,0.0,66.44,23.27,14.43,52.59,0.122,0.348
S07232,45.119,27.85,0.0,71.22,45.508,22.66,9.21,78.12,19.9,4.58,70.76,0.389,0.396
S07861,74.94,18.1,0.0,55.17,74.986,25.86,2.15,76.1,23.8,1.24,52.97,0.046,0.116
S05775,56.387,24.93,14.38,72.95,56.698,27.59,7.27,73.69,22.18,3.84,70.84,0.311,0.236
S06145,72.952,27.3,0.0,62.65,73.277,25.23,1.47,59.18,20.38,16.57,82.11,0.325,0.373
S02693,44.041,26.16,0.0,68.2,44.581,23.87,0.0,64.74,21.44,4.64,75.89,0.54,0.438
S05538,66.743,22.67,25.19,69.28,67.132,28.4,0.0,68.67,25.1,2.12,79.84,0.389,0.275
S04560,78.915,21.94,0.0,62.94,78.954,24.95,24.4,66.65,16.15,0.0,62.3,0.039,0.038
S01120,56.985,23.98,22.08,80.05,57.495,19.72,21.86,65.59,20.99,1.13,58.02,0.51,0.21
S01554,57.918,24.54,0.61,72.95,58.241,24.59,9.65,75.56,21.02,2.45,73.04,0.323,0.283
S07929,58.019,18.74,0.0,72.49,58.252,26.18,7.82,78.69,24.53,0.0,71.43,0.233,0.299
S07479,56.905,24.77,15.53,78.96,57.362,23.59,0.0,83.13,22.37,3.79,73.08,0.457,0.303
S09277,59.649,24.23,0.0,67.49,59.89,28.45,4.04,73.6,20.51,0.0,75.39,0.241,0.183
S06104,49.648,21.9,0.0,59.92,49.974,25.93,0.0,67.67,25.5,0.0,57.63,0.326,0.3
S07496,65.749,17.81,0.0,64.16,65.759,20.51,2.42,71.05,26.23,4.04,71.85,0.01,0.272
S09246,56.204,22.78,0.0,64.88,56.443,24.42,0.0,66.95,21.48,2.0,72.38,0.239,0.27
S00657,72.324,19.68,0.0,65.44,72.725,25.69,2.54,63.03,17.89,0.0,62.68,0.401,0.055
S06751,60.853,24.28,0.0,66.23,61.16,20.55,1.14,64.94,24.37,20.55,77.07,0.307,0.481
S05496,56.899,19.51,0.0,65.52,57.281,23.23,0.0,64.42,25.41,5.11,76.48,0.382,0.372
S07171,73.461,25.35,3.8,66.15,73.661,19.49,0.0,75.19,24.58,0.0,62.01,0.2,0.19
S01831,74.474,26.58,1.26,65.41,74.755,23.68,0.0,65.91,21.34,7.95,68.42,0.281,0.133
S03611,55.463,24.91,0.0,68.82,55.675,23.68,9.94,73.92,20.48,7.53,52.58,0.212,0.218
S05903,73.222,23.94,10.98,69.01,73.5,17.11,0.3,65.3,21.12,35.77,64.58,0.278,0.413
S05459,53.97,22.91,0.0,69.16,54.293,23.17,1.04,68.41,21.25,0.0,67.95,0.323,0.181
S01326,60.138,23.22,0.0,68.48,60.466,21.32,1.6,76.64,21.73,4.88,67.83,0.328,0.241
S02221,51.014,17.18,11.48,59.82,51.272,23.03,0.0,68.88,21.86,12.2,82.86,0.258,0.399
S00206,54.036,24.93,0.0,78.49,54.395,17.38,0.0,74.04,20.28,8.22,70.95,0.359,0.321
S02084,59.269,19.05,0.0,71.49,59.44,17.72,0.0,59.1,22.08,0.0,71.14,0.171,0.239
S03642,63.788,26.48,11.19,73.01,64.214,26.17,0.0,58.65,18.66,0.0,80.71,0.426,0.183
S04108,59.042,24.19,0.0,78.49,59.33,24.98,8.93,79.86,17.59,9.03,63.01,0.288,0.232
S05403,49.232,22.41,0.0,67.91,49.577,18.1,2.79,67.16,26.91,3.07,67.02,0.345,0.358
S08264,70.282,21.64,0.0,72.97,70.681,22.04,1.79,74.35,22.39,4.15,67.91,0.399,0.147
S01991,51.317,15.41,0.0,69.6,51.608,23.73,4.89,69.68,21.86,0.0,66.45,0.291,0.204
S03330,65.866,22.06,2.99,73.55,66.127,26.41,0.0,74.12,23.55,0.0,87.29,0.261,0.274
S04017,70.426,25.6,24.0,82.66,70.939,19.59,0.0,67.47,20.84,4.82,71.96,0.513,0.117
S09533,57.831,20.75,0.0,67.07,57.963,25.08,0.0,74.19,20.22,2.61,57.92,0.132,0.158
S01585,52.15,25.51,1.04,75.71,52.467,23.53,0.0,61.65,21.32,9.68,61.85,0.317,0.292
S02898,62.762,25.26,0.0,61.3,62.973,21.67,0.0,81.37,24.55,11.97,89.18,0.211,0.426
S08824,57.548,24.4,0.89,75.89,57.865,25.26,0.0,71.43,26.09,11.75,72.79,0.317,0.396
S01972,63.438,22.91,0.0,55.19,63.626,25.29,0.0,75.18,24.4,11.77,71.25,0.188,0.338
S05499,75.516,20.99,0.0,64.09,75.658,25.77,0.0,74.99,29.03,0.0,81.64,0.142,0.29
S09062,59.76,21.4,0.0,68.72,59.94,24.69,0.0,67.93,23.8,15.82,75.65,0.18,0.388
S03512,45.701,25.2,0.0,65.42,46.071,20.84,0.0,63.18,23.85,0.0,76.88,0.37,0.433
S00945,72.655,21.12,0.0,74.93,72.874,25.11,0.0,59.8,23.94,1.96,82.58,0.219,0.185
S03923,52.036,24.78,0.0,68.58,52.471,20.47,1.43,68.77,22.22,5.72,65.01,0.435,0.279
S04786,66.961,23.28,0.31,79.29,67.082,25.05,9.77,69.81,23.01,1.24,79.77,0.121,0.227
S03640,60.156,21.18,0.0,83.35,60.384,26.38,0.0,71.73,20.8,5.08,65.0,0.228,0.201
S06103,61.131,29.59,0.0,70.6,61.475,23.26,7.99,71.53,23.04,0.54,70.8,0.344,0.241
S01101,72.391,15.16,0.0,64.52,72.55,25.25,0.0,68.41,25.11,16.95,71.9,0.159,0.363
S01630,54.231,20.94,0.0,69.54,54.43,25.68,8.85,78.57,20.93,0.0,69.48,0.199,0.287
S08636,40.0,17.68,0.0,68.32,40.302,31.14,0.0,69.05,20.19,0.38,65.76,0.302,0.307
S06736,58.531,27.48,5.02,74.69,58.903,22.32,1.91,78.04,23.79,0.54,63.93,0.372,0.235
S05801,59.579,19.22,5.06,69.28,59.812,18.52,0.0,55.01,23.16,0.54,67.51,0.233,0.232
S01333,55.094,23.79,9.55,62.4,55.561,17.63,0.0,59.46,27.61,2.57,68.79,0.467,0.366
S08581,60.197,15.3,0.0,56.73,60.278,23.4,3.42,83.2,20.51,0.0,82.95,0.081,0.205
S02597,62.014,23.28,10.01,65.67,62.297,25.28,0.0,71.6,25.72,1.2,66.68,0.283,0.262
S06098,63.37,21.96,0.0,63.14,63.53,22.52,0.0,65.28,23.32,8.87,62.9,0.16,0.263
S02298,50.744,25.6,0.0,67.07,50.992,25.77,0.0,74.88,18.34,0.0,63.78,0.248,0.221
S00971,67.919,15.19,0.0,58.27,67.929,28.32,12.94,73.49,19.94,4.36,75.96,0.01,0.213
S05732,65.825,29.76,0.0,89.56,66.132,23.91,0.0,98.0,18.72,5.05,55.07,0.307,0.162
S03711,57.039,18.17,0.0,72.46,57.381,21.35,0.0,86.25,16.94,0.0,59.96,0.342,0.168
S01998,68.984,22.15,0.0,55.66,69.001,25.22,0.0,84.54,21.36,0.0,58.07,0.017,0.127
S00324,63.384,24.08,11.83,78.69,63.962,18.6,0.0,74.7,27.14,0.0,64.73,0.578,0.235
S04842,72.393,19.72,9.54,74.09,72.79,24.35,0.0,71.84,22.48,4.46,73.84,0.397,0.176
S06015,66.174,25.47,0.0,67.18,66.413,24.29,5.58,71.78,25.28,0.0,70.0,0.239,0.187
S01330,54.845,15.92,0.0,61.91,55.096,22.62,0.0,75.64,16.63,0.0,60.76,0.251,0.141
S04039,68.447,22.09,4.94,73.61,68.818,28.61,3.14,78.52,22.26,11.22,74.06,0.371,0.216
S08141,54.689,18.69,0.0,62.72,54.823,23.58,0.0,66.27,24.27,0.0,72.85,0.134,0.34
S04630,63.956,29.09,0.46,83.31,64.326,26.94,0.0,68.93,19.96,0.0,59.67,0.37,0.139
S06293,70.776,22.56,0.0,69.26,70.971,25.94,0.0,79.25,23.22,0.0,73.95,0.195,0.133
S08241,65.939,17.57,0.0,61.1,66.077,26.92,0.0,77.52,25.48,0.0,71.26,0.138,0.25
S03261,71.343,21.44,15.95,71.42,71.752,26.85,0.0,73.94,19.9,2.06,81.06,0.409,0.164
S03069,64.606,29.47,33.4,68.85,65.189,24.1,0.78,85.73,22.16,2.01,62.18,0.583,0.119
S06105,64.374,20.12,0.0,65.3,64.522,20.74,0.0,76.45,21.21,0.24,67.61,0.148,0.205
S08357,71.755,26.28,0.0,62.61,71.985,20.9,0.68,81.77,26.25,5.96,73.88,0.23,0.283
S00661,61.965,22.43,0.0,90.93,62.155,23.84,0.0,68.43,21.56,14.78,78.35,0.19,0.349
S08168,66.951,20.31,0.0,60.95,67.124,20.62,4.2,61.87,23.52,0.44,62.56,0.173,0.194
S02887,80.15,29.03,0.0,67.77,80.312,18.74,4.76,77.92,24.17,0.0,66.08,0.162,0.128
S06371,67.492,23.83,0.0,71.13,67.631,16.74,4.07,75.01,21.4,0.0,70.24,0.139,0.151
S01337,73.092,27.55,0.0,62.72,73.213,27.79,0.0,64.4,19.3,0.0,70.8,0.121,0.072
S01001,58.124,26.04,16.56,64.59,58.525,24.85,8.37,60.91,22.01,3.45,70.89,0.401,0.232
S06893,70.939,22.82,0.0,75.14,71.092,26.77,0.0,75.86,26.39,2.44,64.99,0.153,0.161
S02526,53.865,21.07,0.0,71.89,54.071,26.7,0.0,70.15,22.27,3.42,81.25,0.206,0.374
S06035,54.391,21.45,0.0,81.42,54.704,25.43,25.0,71.82,20.15,0.34,67.69,0.313,0.254
S06276,79.354,23.43,0.0,66.11,79.513,22.91,0.0,73.4,23.91,0.3,85.15,0.159,0.184
S03978,62.432,25.41,0.0,74.37,62.648,27.94,0.0,72.58,24.24,0.0,85.86,0.216,0.34
S08629,60.11,26.2,0.0,79.1,60.425,20.19,0.0,81.95,20.12,2.92,67.66,0.315,0.18
S05065,54.627,30.92,9.16,68.68,55.079,21.74,0.0,63.76,24.46,4.34,69.22,0.452,0.292
S05311,63.69,21.93,0.0,73.6,63.926,23.1,3.74,73.43,23.06,0.0,53.95,0.236,0.136
S04749,58.212,18.45,0.0,65.1,58.41,24.44,16.04,79.9,21.4,0.0,81.6,0.198,0.291
S03770,59.707,18.39,0.0,55.54,59.906,22.24,0.0,73.58,20.1,0.62,65.63,0.199,0.23
S00904,68.275,21.74,0.0,66.63,68.41,27.43,0.0,56.67,18.18,7.84,69.79,0.135,0.12
S00506,68.9,27.53,0.0,65.32,69.054,13.62,3.84,65.12,22.14,1.32,78.45,0.154,0.124
S00611,72.075,27.77,0.0,67.77,72.27,27.38,0.0,73.76,27.47,0.19,80.58,0.195,0.257
S03273,68.505,25.01,0.0,78.84,68.748,27.32,0.0,88.2,24.6,0.8,66.1,0.243,0.152
S03714,64.058,24.39,0.0,91.02,64.296,21.79,0.0,64.57,25.12,1.19,79.98,0.238,0.171
S06522,53.531,21.37,0.0,67.16,53.713,26.14,0.18,71.41,22.92,10.81,65.98,0.182,0.302
S04691,63.726,20.28,0.0,61.63,63.903,24.02,1.02,59.54,19.36,6.9,79.4,0.177,0.215
S06883,58.952,20.67,0.0,75.27,59.095,13.48,0.0,48.42,20.61,3.67,58.81,0.143,0.244
S09019,65.584,21.79,2.04,73.11,65.747,22.68,0.0,71.68,19.52,1.17,69.87,0.163,0.155
S00021,57.457,19.89,0.0,67.65,57.677,27.76,0.0,78.0,23.09,9.08,74.76,0.22,0.36
S03084,65.083,23.53,12.28,57.15,65.411,24.32,16.19,74.94,18.85,2.69,52.43,0.328,0.061
S00346,59.166,21.55,0.0,77.33,59.422,18.47,7.31,72.57,20.64,12.92,62.04,0.256,0.277
S09608,55.405,21.6,0.0,60.82,55.74,23.63,0.0,80.49,26.92,0.0,71.66,0.335,0.3
S03767,62.171,21.76,0.0,60.87,62.442,23.36,0.0,64.04,25.0,0.0,63.27,0.271,0.212
S00064,68.018,21.69,30.06,71.01,68.558,22.12,0.0,80.18,24.77,0.0,61.91,0.54,0.184
S01883,62.288,26.72,0.0,51.93,62.5,21.13,0.0,65.21,27.21,0.0,69.68,0.212,0.294
S07621,41.684,25.43,0.0,77.32,41.987,23.02,0.0,61.01,22.5,1.9,80.57,0.303,0.341
S03365,61.576,27.68,10.87,73.99,61.957,22.95,0.0,58.66,22.4,7.16,54.92,0.381,0.21
S08044,45.506,18.8,0.0,72.29,45.72,19.64,0.0,53.87,25.06,0.0,84.55,0.214,0.409
S09290,52.169,19.61,0.0,70.32,52.362,25.09,14.93,66.88,21.92,0.0,69.39,0.193,0.285
S07629,62.696,28.53,0.0,67.63,62.953,24.07,0.0,72.85,19.39,0.0,57.9,0.257,0.125
S08203,52.365,29.04,0.37,66.05,52.74,24.36,0.0,74.14,23.86,0.11,70.96,0.375,0.31
S05772,66.7,15.75,0.0,70.62,66.874,22.55,0.0,80.15,23.5,16.45,76.67,0.174,0.335
S01005,69.992,22.89,0.0,64.5,70.154,17.67,2.76,70.73,24.07,1.3,67.66,0.162,0.197
S05702,68.133,24.12,0.0,62.05,68.273,22.77,4.02,81.33,21.86,2.75,69.87,0.14,0.16
S06063,45.256,20.08,0.0,66.89,45.742,20.94,0.0,74.99,20.15,4.28,74.15,0.486,0.317
S07926,64.38,23.45,1.15,71.48,64.739,23.72,0.0,78.1,25.41,0.0,60.85,0.359,0.217
S03282,56.191,29.04,1.7,70.53,56.64,24.02,0.0,70.87,20.48,3.14,66.01,0.449,0.242
S09729,61.724,21.95,0.0,76.45,61.95,24.9,0.0,72.02,25.32,3.06,89.65,0.226,0.352
S02398,75.267,25.89,0.0,63.25,75.474,22.67,16.11,60.08,19.89,3.74,72.47,0.207,0.162
S02201,48.702,18.87,0.0,67.93,48.875,21.59,4.4,62.0,19.42,2.73,54.29,0.173,0.12
S03944,52.021,25.88,5.53,82.32,52.423,23.63,0.0,65.83,19.06,9.34,69.55,0.402,0.292
S00274,62.79,20.6,0.0,71.96,62.962,18.97,0.0,58.23,25.96,1.94,76.59,0.172,0.269
S00836,59.578,18.76,0.0,68.63,59.664,23.42,0.0,63.28,25.88,20.36,77.33,0.086,0.473
S08463,40.635,19.1,0.0,67.34,41.001,23.75,0.0,65.0,21.36,0.0,71.52,0.366,0.419
S04333,74.144,18.91,0.0,66.41,74.211,22.64,0.05,78.22,24.52,0.0,82.85,0.067,0.224
S07495,63.867,21.37,0.0,81.56,63.948,28.02,0.0,86.6,22.36,1.04,71.4,0.081,0.188
S02760,67.231,22.67,0.48,64.91,67.393,24.15,0.0,72.36,20.8,0.0,65.22,0.162,0.138
S05956,74.13,21.68,0.0,62.06,74.212,25.38,12.91,88.95,20.61,1.62,68.32,0.082,0.163
S04601,66.732,24.14,8.18,74.91,66.925,25.46,0.0,75.32,20.31,0.0,74.35,0.193,0.121
S07150,60.124,14.18,4.26,63.87,60.297,18.21,0.0,66.32,22.42,2.06,74.04,0.173,0.255
S03523,48.774,25.4,0.0,62.37,49.024,22.18,4.15,72.56,22.6,2.52,61.58,0.25,0.189
S07973,40.0,21.44,5.85,72.6,40.52,21.08,0.0,61.34,26.86,13.21,82.98,0.52,0.588
S01832,66.171,21.92,0.0,70.87,66.343,23.32,15.1,73.79,24.32,0.0,70.5,0.172,0.299
S06671,80.373,14.7,0.0,58.8,80.428,17.47,3.96,51.42,31.19,0.5,76.6,0.055,0.233
S05242,74.754,22.52,0.81,58.16,74.803,19.46,0.0,66.45,26.74,0.0,67.86,0.049,0.191
S03683,62.598,21.39,0.0,65.24,62.779,23.62,0.0,68.08,23.8,0.18,76.73,0.181,0.3
S00138,65.226,22.69,0.0,72.84,65.424,16.01,0.0,68.68,25.72,29.66,61.1,0.198,0.437
S09787,53.831,25.74,0.0,52.94,53.999,22.11,0.0,64.75,17.76,2.24,63.04,0.168,0.15
S07185,54.034,17.49,0.0,75.35,54.442,25.57,0.0,64.5,25.93,2.43,71.9,0.408,0.352
S00943,48.523,17.37,0.0,46.45,48.708,23.29,0.0,59.6,21.32,0.0,71.74,0.185,0.306
S07567,65.351,18.75,0.0,66.49,65.447,17.36,0.0,68.9,23.8,0.37,72.95,0.096,0.202
S09672,57.142,25.06,0.0,77.94,57.474,23.41,0.0,71.84,22.09,7.64,67.56,0.332,0.265
